ci_width,ci_width_std,entropy,log_volume,elimination_uncertainty,season,week,type
0.13780211765961695,0.04241016226829053,-9.104765276465727,-23.102118026353274,0.4666666666666667,1,3,rank
0.24416900534409275,0.012321445363537313,-12.351499776752888,-33.44761984802578,0.9594909090909091,3,4,percentage
0.2284081348541704,0.00969025740237417,-14.426604067561094,-36.9413748541269,0.9665151515151514,5,5,percentage
0.24286260354414993,0.012620555353557446,-12.497380973875352,-33.59347305828642,0.9528484848484848,10,6,percentage
0.2091371516747884,0.008553629477278118,-16.921840358750977,-40.85512674956042,0.966923076923077,15,4,percentage
